"","target","Gender","EngineHP","credit_history","Years_Experience","annual_claims","Marital_Status","Vehical_type","Miles_driven_annually","size_of_family","Age_bucket","credit_history_bucket","State"
"24565",1,"M",483,721,3,2,"Married","Car",14806,4,"18-27","Good","CT"
"24566",1,"F",126,711,4,0,"Single","Car",69118,4,"18-27","Good","TX"
"24567",1,"M",111,792,33,1,"Single","Utility",9860,8,">40","Very Good","NC"
"24568",1,"M",144,715,39,0,"Married","Van",5777,4,">40","Good","NY"
"24569",1,"F",225,553,8,3,"Single","Truck",24950,1,"35-40","Very Poor","AL"
"24570",1,"M",86,746,38,0,"Single","Utility",6220,2,">40","Very Good","WI"
"24571",1,"F",529,732,11,1,"Married","Car",23964,2,">40","Good","IN"
"24572",1,"F",153,748,19,0,"Married","Car",14466,8,">40","Very Good","SC"
"24573",1,"F",360,502,6,3,"Single","Truck",12841,3,"35-40","Very Poor","CT"
"24574",1,"M",104,639,2,3,"Single","Car",78124,6,"18-27","Fair","SC"
"24575",0,"M",126,775,15,1,"Married","Truck",10036,5,">40","Very Good","NJ"
"24576",0,"M",115,697,26,0,"Married","Van",13469,5,">40","Good","LA"
"24577",1,"M",127,755,23,1,"Single","Utility",14665,4,">40","Very Good","MI"
"24578",1,"F",107,797,6,0,"Married","Truck",13210,3,"18-27","Very Good","NY"
"24579",1,"M",102,675,21,2,"Married","Car",5423,4,">40","Good","LA"
"24580",0,"M",113,707,21,0,"Married","Van",6305,4,">40","Good","CT"
"24581",0,"M",267,817,2,2,"Married","Car",14499,3,"18-27","Exceptional","NY"
"24582",1,"M",362,584,4,1,"Married","Car",13129,3,"18-27","Fair","FL"
"24583",1,"M",350,583,1,2,"Married","Car",21871,7,"18-27","Fair","OR"
"24584",1,"M",132,760,14,0,"Married","Van",8352,7,">40","Very Good","NJ"
"24585",1,"F",203,709,3,0,"Single","Car",72364,6,"<18","Good","NJ"
"24586",1,"M",96,711,19,1,"Married","Utility",7747,8,">40","Good","WV"
"24587",1,"F",131,742,16,1,"Married","Truck",14532,3,">40","Very Good","WV"
"24588",1,"F",97,785,21,0,"Married","Car",16005,5,">40","Very Good","NY"
"24589",1,"M",151,676,10,1,"Married","Van",6237,4,">40","Good","OR"
"24590",0,"F",101,696,17,1,"Single","Car",8698,4,"35-40","Good","CT"
"24591",1,"F",82,680,40,0,"Married","Car",9144,4,">40","Good","VT"
"24592",1,"M",124,776,15,1,"Married","Utility",13049,7,">40","Very Good","NV"
"24593",1,"F",146,763,11,1,"Married","Car",22910,3,">40","Very Good","NJ"
"24594",1,"F",423,423,7,3,"Single","Truck",12794,1,"35-40","Very Poor","LA"
"24595",0,"F",134,776,10,1,"Married","Truck",11913,2,"18-27","Very Good","PA"
"24596",1,"M",448,806,1,2,"Married","Car",17400,8,"18-27","Exceptional","OR"
"24597",1,"F",124,719,30,0,"Married","Truck",6655,7,">40","Good","CT"
"24598",1,"M",95,692,29,0,"Married","Van",14733,5,">40","Good","PA"
"24599",0,"F",84,686,27,3,"Married","Truck",12188,7,">40","Good","NH"
"24600",1,"F",155,780,22,1,"Married","Truck",14292,4,">40","Very Good","WI"
"24601",0,"M",84,754,24,0,"Married","Van",7974,2,">40","Very Good","CT"
"24602",1,"M",392,713,2,3,"Single","Car",14624,4,"18-27","Good","NY"
"24603",0,"F",398,590,5,3,"Single","Truck",13839,7,"35-40","Fair","TN"
"24604",0,"M",83,711,34,1,"Married","Van",6832,3,">40","Good","NJ"
"24605",1,"M",144,748,21,1,"Single","Utility",7039,1,">40","Very Good","NJ"
"24606",0,"M",102,685,14,1,"Married","Van",10410,5,"35-40","Good","NY"
"24607",1,"M",117,821,8,3,"Married","Truck",23974,5,"35-40","Exceptional","AZ"
"24608",1,"F",596,603,2,0,"Married","Car",5338,5,"<18","Fair","MT"
"24609",1,"F",208,616,5,0,"Single","Van",11804,2,"35-40","Fair","CT"
"24610",0,"F",156,732,17,1,"Married","Car",13969,1,">40","Good","NJ"
"24611",1,"F",153,684,9,0,"Married","Car",75243,2,"28-34","Good","CO"
"24612",0,"M",146,742,21,0,"Married","Van",8807,4,">40","Very Good","DE"
"24613",0,"F",159,761,20,1,"Married","Car",15699,5,">40","Very Good","IN"
"24614",0,"F",142,717,23,0,"Married","Car",9536,4,">40","Good","ME"
"24615",1,"M",172,461,3,3,"Single","Car",11098,4,"18-27","Very Poor","CT"
"24616",0,"M",192,577,2,0,"Married","Van",43674,2,"<18","Very Poor","CT"
"24617",1,"F",184,682,6,3,"Single","Van",13257,2,"35-40","Good","NJ"
"24618",0,"M",130,782,3,0,"Married","Van",13894,4,"<18","Very Good","NY"
"24619",0,"M",422,718,3,3,"Married","Car",10290,8,"18-27","Good","WV"
"24620",1,"F",94,799,1,1,"Married","Car",21738,8,"18-27","Very Good","WV"
"24621",1,"F",428,597,6,3,"Single","Truck",14201,2,"35-40","Fair","IN"
"24622",1,"M",87,697,19,0,"Married","Van",5633,4,">40","Good","NY"
"24623",1,"F",105,786,7,0,"Married","Truck",18980,7,"18-27","Very Good","WI"
"24624",0,"F",190,836,7,3,"Single","Truck",17271,8,"35-40","Exceptional","IL"
"24625",1,"F",157,766,1,0,"Married","Car",16349,8,"18-27","Very Good","VT"
"24626",0,"M",146,842,13,0,"Single","Utility",10378,5,"35-40","Exceptional","AZ"
"24627",1,"F",91,771,10,3,"Married","Truck",8446,7,"18-27","Very Good","NY"
"24628",1,"F",90,705,17,2,"Married","Car",8197,7,"35-40","Good","OR"
"24629",1,"M",82,686,19,1,"Married","Van",9671,7,"28-34","Good","OH"
"24630",0,"M",140,671,30,0,"Married","Truck",13591,8,">40","Good","NJ"
"24631",1,"F",658,728,10,1,"Married","Car",18031,6,">40","Good","NY"
"24632",1,"F",155,698,15,0,"Married","Truck",13684,5,"35-40","Good","MA"
"24633",1,"F",112,708,25,0,"Married","Truck",6796,4,">40","Good","NY"
"24634",1,"M",128,704,15,0,"Married","Van",9384,2,">40","Good","WV"
"24635",1,"F",90,698,16,1,"Married","Car",11303,7,">40","Good","NY"
"24636",1,"M",376,614,3,0,"Single","Car",14227,2,"18-27","Fair","VT"
"24637",1,"F",99,731,24,1,"Single","Car",10069,8,">40","Good","CT"
"24638",1,"F",99,725,25,1,"Married","Car",5855,3,">40","Good","NY"
"24639",1,"F",82,678,12,1,"Married","Car",91587,7,"28-34","Good","VT"
"24640",1,"M",100,726,11,1,"Single","Utility",10543,1,">40","Good","DE"
"24641",1,"M",136,697,34,0,"Married","Truck",14810,2,">40","Good","ME"
"24642",0,"M",136,767,37,1,"Married","Van",12184,1,">40","Very Good","CT"
"24643",0,"F",136,670,18,0,"Married","Car",11421,8,"35-40","Good","NY"
"24644",0,"M",147,765,21,1,"Married","Van",14135,3,">40","Very Good","CT"
"24645",0,"F",141,739,23,1,"Married","Car",8577,4,">40","Good","NJ"
"24646",1,"M",86,673,16,1,"Married","Van",9789,8,">40","Good","KS"
"24647",1,"M",100,676,5,1,"Married","Van",50746,1,"28-34","Good","UT"
"24648",0,"F",205,704,3,0,"Married","Car",38222,2,"<18","Good","WV"
"24649",1,"M",136,700,21,1,"Married","Van",10718,5,">40","Good","OR"
"24650",1,"M",89,786,13,0,"Married","Van",12553,2,"35-40","Very Good","GA"
"24651",0,"M",404,631,5,1,"Married","Car",10586,5,"18-27","Fair","CT"
"24652",0,"F",114,715,10,0,"Married","Car",60285,1,"18-27","Good","IA"
"24653",0,"F",395,596,6,2,"Single","Truck",10362,7,"35-40","Fair","SC"
"24654",1,"M",107,735,13,1,"Married","Van",6616,7,">40","Good","LA"
"24655",1,"F",86,776,14,0,"Married","Truck",8471,7,">40","Very Good","VT"
"24656",1,"M",256,637,5,0,"Married","Car",11574,2,"18-27","Fair","NJ"
"24657",1,"F",80,701,10,0,"Married","Truck",76418,2,"28-34","Good","OR"
"24658",1,"M",116,797,23,1,"Single","Utility",13783,5,">40","Very Good","CT"
"24659",1,"F",158,741,16,1,"Married","Car",12230,3,">40","Very Good","TX"
"24660",1,"F",575,612,2,0,"Single","Car",14013,6,"18-27","Fair","WV"
"24661",1,"M",144,771,11,1,"Married","Van",5040,8,">40","Very Good","NM"
"24662",0,"F",368,728,15,1,"Married","Car",16290,6,">40","Good","MD"
"24663",1,"M",129,683,18,0,"Married","Van",10825,6,">40","Good","OR"
"24664",0,"F",230,582,5,2,"Single","Truck",20915,4,"35-40","Fair","CT"
"24665",0,"M",95,681,38,0,"Married","Van",5700,5,">40","Good","VA"
"24666",1,"F",131,771,12,0,"Married","Truck",11393,7,"28-34","Very Good","OR"
"24667",1,"M",122,819,15,4,"Single","Utility",6760,5,">40","Exceptional","KY"
"24668",1,"M",138,725,25,1,"Married","Van",9811,1,">40","Good","CO"
"24669",1,"M",135,698,22,1,"Married","Truck",12139,8,">40","Good","MO"
"24670",1,"M",104,733,29,0,"Married","Utility",7618,2,">40","Good","CT"
"24671",0,"M",139,747,16,1,"Married","Utility",9804,5,">40","Very Good","KS"
"24672",1,"M",94,736,36,0,"Married","Van",14510,5,">40","Good","CT"
"24673",1,"M",141,692,18,1,"Married","Van",6761,2,"35-40","Good","MI"
"24674",1,"M",85,753,11,0,"Married","Van",10847,1,">40","Very Good","MD"
"24675",1,"M",146,761,24,0,"Married","Utility",12893,6,">40","Very Good","CT"
"24676",1,"M",108,806,16,0,"Single","Utility",13078,7,"35-40","Exceptional","NY"
"24677",0,"F",198,682,8,2,"Married","Car",36992,6,"18-27","Good","NY"
"24678",1,"M",169,704,4,3,"Single","Car",12480,6,"18-27","Good","NJ"
"24679",1,"M",451,651,4,1,"Single","Car",12462,3,"18-27","Fair","MT"
"24680",1,"F",184,712,8,1,"Married","Truck",54390,1,"18-27","Good","CT"
"24681",1,"M",160,750,13,0,"Married","Truck",14984,8,">40","Very Good","NH"
"24682",0,"F",102,674,5,3,"Married","Truck",12079,4,"18-27","Good","NY"
"24683",0,"F",156,674,16,1,"Married","Car",6688,1,">40","Good","CO"
"24684",1,"F",331,690,5,2,"Single","Truck",14564,4,"35-40","Good","OR"
"24685",1,"M",135,674,1,3,"Single","Car",23920,3,"18-27","Good","NJ"
"24686",1,"M",429,597,1,3,"Married","Car",61538,6,"18-27","Fair","PA"
"24687",1,"M",202,500,2,0,"Married","Car",10955,3,"18-27","Very Poor","NY"
"24688",1,"M",145,775,14,1,"Single","Utility",13471,3,">40","Very Good","AZ"
"24689",1,"M",93,712,23,0,"Married","Van",8576,5,">40","Good","NM"
"24690",0,"M",129,691,27,0,"Single","Utility",14565,4,">40","Good","OR"
"24691",1,"M",487,651,1,2,"Single","Utility",87055,7,"18-27","Fair","OR"
"24692",0,"F",128,753,26,0,"Married","Car",16927,5,">40","Very Good","NJ"
"24693",0,"M",501,776,3,0,"Married","Truck",10153,5,"<18","Very Good","NY"
"24694",1,"F",94,755,17,0,"Married","Car",21213,5,">40","Very Good","VT"
"24695",1,"F",147,749,16,1,"Married","Truck",6973,1,">40","Very Good","NJ"
"24696",1,"F",133,727,24,0,"Married","Car",10344,7,">40","Good","WV"
"24697",1,"M",158,750,24,1,"Married","Truck",6306,6,">40","Very Good","NJ"
"24698",1,"F",82,401,8,1,"Married","Car",30283,6,"28-34","Very Poor","NJ"
"24699",1,"M",363,472,1,2,"Married","Car",19761,1,"18-27","Very Poor","NY"
"24700",0,"F",115,712,6,1,"Married","Car",86103,8,"28-34","Good","OR"
"24701",1,"M",91,749,19,0,"Married","Van",13122,2,"28-34","Very Good","NE"
"24702",1,"F",107,782,38,1,"Single","Car",14084,4,">40","Very Good","GA"
"24703",1,"F",95,683,6,1,"Married","Car",10138,2,"18-27","Good","CT"
"24704",1,"M",87,707,20,1,"Single","Utility",14741,5,">40","Good","WV"
"24705",0,"M",87,699,12,0,"Married","Van",57567,1,">40","Good","NJ"
"24706",1,"M",81,732,20,1,"Single","Utility",14393,4,">40","Good","CA"
"24707",0,"M",128,385,1,3,"Single","Car",10325,4,"18-27","Very Poor","NJ"
"24708",1,"M",158,756,26,0,"Single","Utility",11077,2,">40","Very Good","TN"
"24709",1,"F",114,721,7,2,"Single","Van",14603,5,"35-40","Good","NY"
"24710",0,"M",121,758,25,0,"Married","Truck",10044,6,">40","Very Good","OK"
"24711",0,"F",134,683,20,1,"Single","Car",13145,7,">40","Good","OR"
"24712",1,"M",142,712,14,1,"Married","Van",9684,3,"35-40","Good","VT"
"24713",1,"M",149,655,1,2,"Single","Car",87744,3,"18-27","Fair","CT"
"24714",1,"M",141,770,18,1,"Single","Utility",6696,7,">40","Very Good","VT"
"24715",1,"M",424,580,1,1,"Married","Car",29805,1,"18-27","Fair","OR"
"24716",0,"F",444,653,7,2,"Single","Truck",13958,5,"35-40","Fair","CT"
"24717",1,"F",84,696,25,0,"Married","Car",8480,5,">40","Good","NJ"
"24718",1,"F",84,520,1,0,"Married","Car",90057,4,"18-27","Very Poor","WV"
"24719",0,"F",212,738,7,2,"Single","Truck",13909,2,"35-40","Good","VA"
"24720",1,"F",102,757,20,1,"Married","Truck",7300,7,">40","Very Good","NH"
"24721",1,"M",373,676,3,2,"Married","Car",10368,2,"18-27","Good","MN"
"24722",0,"F",253,700,5,3,"Single","Truck",11668,6,"35-40","Good","UT"
"24723",0,"M",147,442,7,3,"Married","Truck",13699,1,"35-40","Very Poor","NH"
"24724",1,"M",99,671,9,1,"Married","Van",13723,7,"28-34","Good","AK"
"24725",1,"M",82,767,15,1,"Married","Van",6959,2,">40","Very Good","NJ"
"24726",1,"M",175,586,5,2,"Single","Car",21847,7,"18-27","Fair","NY"
"24727",0,"M",160,777,11,1,"Single","Utility",9492,7,">40","Very Good","NY"
"24728",1,"M",467,633,1,2,"Married","Car",63895,2,"18-27","Fair","NJ"
"24729",0,"F",139,764,39,0,"Married","Truck",6583,2,">40","Very Good","NY"
"24730",1,"F",322,546,2,2,"Married","Car",77947,2,"18-27","Very Poor","LA"
"24731",1,"M",99,712,6,0,"Married","Utility",90491,2,"18-27","Good","IL"
"24732",1,"F",136,792,15,0,"Married","Truck",14063,8,">40","Very Good","OR"
"24733",0,"M",83,675,10,0,"Married","Van",8552,4,">40","Good","WA"
"24734",1,"M",670,619,2,1,"Married","Van",7531,4,"18-27","Fair","HI"
"24735",1,"F",117,708,24,2,"Married","Car",5036,6,">40","Good","NJ"
"24736",1,"F",107,686,17,1,"Married","Car",10644,7,">40","Good","WI"
"24737",1,"M",167,674,3,2,"Single","Car",14269,4,"18-27","Good","OR"
"24738",0,"F",134,727,28,0,"Married","Truck",7293,5,">40","Good","NY"
"24739",1,"M",122,605,5,2,"Single","Car",51530,8,"18-27","Fair","CT"
"24740",1,"F",115,787,11,0,"Single","Car",5275,7,">40","Very Good","WV"
"24741",1,"M",89,788,36,1,"Married","Utility",9621,8,">40","Very Good","VT"
"24742",0,"F",437,331,5,2,"Single","Truck",14152,3,"35-40","Very Poor","NJ"
"24743",0,"M",152,663,4,2,"Single","Car",99871,1,"18-27","Fair","NY"
"24744",0,"M",88,767,12,1,"Married","Van",6290,8,"35-40","Very Good","NY"
"24745",0,"F",92,702,14,1,"Married","Truck",10437,3,">40","Good","WV"
"24746",0,"F",155,754,7,1,"Married","Truck",5476,5,"18-27","Very Good","OR"
"24747",0,"F",86,795,15,1,"Single","Car",5816,1,">40","Very Good","NE"
"24748",0,"F",667,702,38,0,"Married","Car",18431,2,">40","Good","ID"
"24749",1,"M",152,753,18,1,"Single","Utility",14478,6,"35-40","Very Good","CT"
"24750",1,"M",145,793,4,1,"Married","Van",7098,6,"18-27","Very Good","IN"
"24751",1,"F",86,702,16,0,"Married","Car",6951,1,"35-40","Good","AK"
"24752",0,"M",606,795,8,0,"Married","Van",10908,7,"18-27","Very Good","NY"
"24753",0,"F",299,386,2,0,"Married","Car",73894,4,"<18","Very Poor","OR"
"24754",1,"F",149,776,19,0,"Married","Truck",6244,7,">40","Very Good","AR"
"24755",1,"M",111,728,17,0,"Married","Van",11405,7,"35-40","Good","OR"
"24756",1,"F",88,759,9,1,"Married","Car",10962,3,"18-27","Very Good","OR"
"24757",1,"M",97,808,17,4,"Single","Utility",9538,7,">40","Exceptional","MD"
"24758",1,"F",115,768,35,1,"Married","Truck",15150,4,">40","Very Good","NJ"
"24759",0,"M",115,747,20,1,"Married","Truck",11933,1,">40","Very Good","KS"
"24760",1,"M",128,779,14,0,"Married","Van",6968,3,">40","Very Good","CT"
"24761",0,"M",133,773,19,0,"Single","Utility",11091,8,">40","Very Good","WY"
"24762",1,"F",85,733,10,0,"Married","Truck",46135,8,"28-34","Good","NJ"
"24763",1,"F",577,739,15,1,"Married","Car",20414,3,">40","Good","MN"
"24764",1,"F",144,760,12,0,"Married","Truck",10224,8,">40","Very Good","OH"
"24765",1,"M",134,736,16,1,"Married","Van",14529,4,">40","Good","NY"
"24766",1,"M",88,702,15,0,"Married","Van",6046,6,">40","Good","WV"
"24767",0,"M",424,681,2,3,"Married","Car",12621,7,"18-27","Good","CT"
"24768",1,"M",129,726,12,1,"Married","Truck",14396,1,"35-40","Good","NJ"
"24769",1,"F",158,765,40,3,"Married","Truck",14185,2,">40","Very Good","WV"
"24770",1,"M",96,721,33,1,"Married","Truck",6012,3,">40","Good","CT"
"24771",1,"M",116,767,17,0,"Married","Van",7768,4,"35-40","Very Good","CT"
"24772",1,"M",486,590,4,0,"Single","Car",10026,5,"18-27","Fair","WV"
"24773",0,"M",95,688,21,1,"Married","Utility",10544,1,">40","Good","NE"
"24774",1,"F",218,687,8,2,"Single","Truck",14016,5,"35-40","Good","LA"
"24775",1,"F",286,549,6,2,"Single","Truck",13316,4,"35-40","Very Poor","NY"
"24776",0,"M",123,465,1,2,"Single","Car",14010,5,"18-27","Very Poor","NH"
"24777",1,"M",99,688,18,0,"Married","Utility",14049,8,"28-34","Good","WV"
"24778",1,"M",131,767,40,1,"Married","Truck",12541,4,">40","Very Good","OR"
"24779",1,"M",376,532,5,2,"Single","Car",10202,1,"18-27","Very Poor","WV"
"24780",1,"M",147,671,17,0,"Married","Van",8632,3,">40","Good","CT"
"24781",0,"M",124,437,5,2,"Married","Truck",18740,6,"35-40","Very Poor","CT"
"24782",0,"F",115,522,6,3,"Single","Van",14656,5,"35-40","Very Poor","NY"
"24783",1,"M",132,648,6,3,"Married","Truck",67395,1,"35-40","Fair","DE"
"24784",1,"M",129,674,12,1,"Married","Utility",9663,6,"35-40","Good","CT"
"24785",1,"F",147,683,20,1,"Married","Car",9714,3,">40","Good","NJ"
"24786",1,"F",121,787,24,0,"Married","Car",19634,6,">40","Very Good","MO"
"24787",1,"F",240,483,2,2,"Married","Car",44362,1,"<18","Very Poor","LA"
"24788",1,"M",231,523,3,1,"Married","Truck",55168,4,"<18","Very Poor","AR"
"24789",1,"M",458,679,3,3,"Married","Car",14100,8,"18-27","Good","VT"
"24790",1,"M",353,337,2,2,"Married","Car",22597,6,"18-27","Very Poor","NH"
"24791",0,"M",84,745,23,1,"Married","Van",5164,3,">40","Very Good","OR"
"24792",0,"M",134,756,17,0,"Married","Utility",5332,2,">40","Very Good","KS"
"24793",1,"M",106,676,39,1,"Married","Van",6384,1,">40","Good","CT"
"24794",0,"M",131,747,22,0,"Married","Van",8225,2,">40","Very Good","MS"
"24795",0,"F",95,764,38,0,"Married","Car",21533,7,">40","Very Good","VT"
"24796",0,"M",138,747,30,1,"Married","Van",9244,5,">40","Very Good","WV"
"24797",1,"F",142,797,19,1,"Married","Car",10168,1,">40","Very Good","CT"
"24798",1,"M",117,775,5,0,"Married","Van",10318,6,"18-27","Very Good","OR"
"24799",1,"M",442,590,2,1,"Married","Utility",8938,5,"<18","Fair","UT"
"24800",1,"F",132,789,17,0,"Married","Truck",12170,1,">40","Very Good","IA"
"24801",1,"M",410,667,5,1,"Married","Car",10798,2,"18-27","Fair","VA"
"24802",0,"M",88,781,16,0,"Married","Van",11421,2,">40","Very Good","NY"
"24803",0,"F",442,587,7,3,"Single","Truck",13289,7,"35-40","Fair","OR"
"24804",0,"M",152,740,16,4,"Single","Utility",14879,5,"35-40","Very Good","LA"
"24805",0,"F",146,681,19,1,"Married","Car",8254,2,">40","Good","CT"
"24806",0,"F",93,708,34,1,"Married","Car",10397,2,">40","Good","VT"
"24807",0,"F",115,674,40,0,"Married","Truck",9898,8,">40","Good","NJ"
"24808",1,"M",123,805,1,2,"Single","Car",11549,4,"18-27","Exceptional","CT"
"24809",1,"M",310,586,2,2,"Single","Utility",92727,3,"18-27","Fair","NY"
"24810",0,"M",160,695,20,0,"Married","Truck",8973,6,">40","Good","WI"
"24811",1,"M",231,726,4,0,"Married","Car",12855,8,"18-27","Good","NJ"
"24812",0,"M",421,651,2,2,"Married","Car",32277,6,"18-27","Fair","MD"
"24813",1,"F",345,693,5,2,"Single","Truck",10710,1,"35-40","Good","NJ"
"24814",1,"M",158,760,9,1,"Married","Van",14777,8,"18-27","Very Good","UT"
"24815",1,"M",154,584,6,3,"Married","Truck",23243,2,"35-40","Fair","WV"
"24816",1,"F",106,706,18,0,"Married","Car",13869,1,">40","Good","NC"
"24817",1,"F",155,787,20,0,"Married","Car",12162,7,">40","Very Good","NJ"
"24818",0,"F",217,696,8,2,"Single","Truck",10297,2,"35-40","Good","OR"
"24819",0,"F",405,718,8,3,"Single","Truck",10587,3,"35-40","Good","NY"
"24820",0,"F",154,732,33,0,"Married","Truck",13462,2,">40","Good","NY"
"24821",1,"M",81,809,10,0,"Single","Utility",13972,3,"28-34","Exceptional","WV"
"24822",1,"M",117,496,5,3,"Married","Truck",14482,5,"35-40","Very Poor","OR"
"24823",1,"M",135,732,16,2,"Married","Car",12630,4,"28-34","Good","CT"
"24824",1,"F",85,562,5,0,"Single","Car",44632,6,"18-27","Very Poor","NJ"
"24825",1,"M",485,634,4,3,"Married","Car",20718,4,"18-27","Fair","TX"
"24826",1,"M",393,624,5,0,"Single","Car",11161,2,"18-27","Fair","MI"
"24827",1,"F",108,771,8,0,"Married","Car",12430,7,"18-27","Very Good","AK"
"24828",1,"M",159,685,20,1,"Married","Van",8859,5,">40","Good","MS"
"24829",1,"M",107,616,2,3,"Single","Car",26334,7,"18-27","Fair","MN"
"24830",1,"M",337,547,2,0,"Married","Truck",56017,5,"<18","Very Poor","CT"
"24831",1,"M",255,679,5,2,"Single","Utility",11744,1,"18-27","Good","NJ"
"24832",1,"M",202,588,4,1,"Married","Car",13048,6,"18-27","Fair","SD"
"24833",1,"M",446,700,5,2,"Married","Car",14532,1,"18-27","Good","NY"
"24834",0,"M",284,676,3,2,"Married","Car",11643,4,"18-27","Good","NC"
"24835",1,"F",117,671,19,1,"Single","Car",6795,4,">40","Good","NY"
"24836",1,"M",88,748,17,0,"Married","Van",5665,4,">40","Very Good","NJ"
"24837",1,"F",130,705,10,0,"Married","Car",58871,5,"28-34","Good","OR"
"24838",1,"M",136,726,16,0,"Married","Van",13954,2,"35-40","Good","NJ"
"24839",1,"M",142,791,26,1,"Married","Utility",14764,7,">40","Very Good","MA"
"24840",0,"F",89,718,17,1,"Married","Car",13276,1,"28-34","Good","AR"
"24841",1,"M",160,700,19,0,"Married","Van",10938,7,">40","Good","NJ"
"24842",1,"M",157,769,25,0,"Married","Van",5229,2,">40","Very Good","DE"
"24843",1,"F",154,713,6,0,"Married","Car",50116,3,"28-34","Good","OH"
"24844",1,"F",105,683,15,1,"Married","Car",10885,1,"35-40","Good","OR"
"24845",1,"F",90,744,5,1,"Married","Truck",14888,2,"18-27","Very Good","MS"
"24846",1,"F",160,799,14,0,"Married","Car",10924,1,"35-40","Very Good","NJ"
"24847",1,"M",109,835,23,1,"Single","Utility",12145,1,">40","Exceptional","OR"
"24848",1,"F",117,730,23,1,"Married","Truck",7270,2,">40","Good","NJ"
"24849",0,"F",304,827,8,3,"Single","Truck",22929,7,"35-40","Exceptional","NJ"
"24850",1,"M",114,605,2,2,"Single","Car",95044,5,"18-27","Fair","KY"
"24851",1,"M",202,605,5,0,"Married","Car",11091,1,"18-27","Fair","NY"
"24852",1,"M",133,684,24,1,"Married","Van",14084,4,">40","Good","NY"
"24853",1,"F",303,715,8,1,"Married","Car",64714,7,"18-27","Good","NY"
"24854",1,"M",666,631,1,1,"Married","Truck",6501,5,"<18","Fair","NJ"
"24855",0,"M",83,671,16,0,"Married","Truck",7416,3,"35-40","Good","CT"
"24856",0,"M",110,776,19,1,"Married","Van",12947,5,">40","Very Good","MI"
"24857",1,"M",133,713,5,2,"Single","Car",13556,4,"18-27","Good","OR"
"24858",1,"F",265,725,7,3,"Single","Truck",13710,8,"35-40","Good","WY"
"24859",1,"F",111,773,19,1,"Married","Truck",6466,7,">40","Very Good","WV"
"24860",1,"F",103,702,17,1,"Married","Car",12682,1,">40","Good","WA"
"24861",1,"M",119,751,18,0,"Married","Utility",5148,5,">40","Very Good","NJ"
"24862",1,"M",123,548,1,2,"Single","Car",10566,5,"18-27","Very Poor","IN"
"24863",1,"M",148,794,25,0,"Single","Utility",13608,3,">40","Very Good","NJ"
"24864",1,"M",134,700,30,1,"Single","Utility",8369,7,">40","Good","OR"
"24865",1,"F",632,692,18,0,"Married","Truck",19877,3,">40","Good","PA"
"24866",0,"F",347,548,8,3,"Single","Utility",10316,6,"35-40","Very Poor","WV"
"24867",1,"M",123,768,6,1,"Married","Van",7917,4,"28-34","Very Good","CT"
"24868",0,"F",133,675,20,0,"Married","Truck",9961,2,">40","Good","OR"
"24869",1,"M",144,631,5,3,"Married","Truck",41928,3,">40","Fair","RI"
"24870",0,"M",133,714,9,0,"Married","Van",92545,1,"18-27","Good","CT"
"24871",1,"F",213,701,8,2,"Single","Utility",12488,5,"35-40","Good","IN"
"24872",1,"F",155,773,19,0,"Married","Truck",22305,5,">40","Very Good","OR"
"24873",1,"M",118,753,20,0,"Married","Van",5200,2,"35-40","Very Good","NJ"
"24874",0,"M",124,684,15,1,"Married","Van",12005,7,"35-40","Good","HI"
"24875",0,"M",126,831,1,2,"Single","Car",13971,2,"18-27","Exceptional","NJ"
"24876",1,"M",133,705,2,3,"Single","Car",19894,4,"18-27","Good","OR"
"24877",1,"M",126,705,1,2,"Single","Car",17686,2,"18-27","Good","NY"
"24878",1,"F",612,722,15,1,"Married","Car",23512,5,"35-40","Good","OR"
"24879",1,"M",141,652,1,3,"Single","Car",96084,6,"18-27","Fair","NY"
"24880",1,"M",81,689,26,1,"Married","Van",14357,5,">40","Good","PA"
"24881",1,"M",128,810,27,1,"Single","Utility",5853,5,">40","Exceptional","NJ"
"24882",1,"M",387,646,3,0,"Married","Car",10552,7,"18-27","Fair","DE"
"24883",0,"M",141,511,8,3,"Married","Truck",14020,6,"35-40","Very Poor","NY"
"24884",1,"F",241,699,5,0,"Married","Car",55700,7,"18-27","Good","NJ"
"24885",1,"M",109,676,28,1,"Married","Truck",13849,2,">40","Good","NY"
"24886",0,"F",328,622,6,1,"Single","Truck",10764,1,"35-40","Fair","CT"
"24887",0,"M",99,763,24,1,"Married","Van",12760,4,">40","Very Good","UT"
"24888",0,"F",108,785,16,1,"Married","Car",14582,3,">40","Very Good","GA"
"24889",1,"M",146,758,3,1,"Married","Van",6532,4,"<18","Very Good","IA"
"24890",0,"M",141,706,20,1,"Married","Van",12446,5,">40","Good","OR"
"24891",1,"M",489,311,2,2,"Single","Utility",11870,6,"18-27","Very Poor","NJ"
"24892",1,"F",89,763,18,0,"Single","Car",6419,3,">40","Very Good","DE"
"24893",0,"M",108,771,10,0,"Married","Van",9787,5,"18-27","Very Good","CT"
"24894",1,"M",331,625,4,0,"Single","Utility",10570,2,"18-27","Fair","NJ"
"24895",0,"F",112,799,3,1,"Married","Truck",11150,3,"18-27","Very Good","WV"
"24896",0,"M",147,769,14,0,"Married","Van",12191,1,"35-40","Very Good","NY"
"24897",1,"M",89,680,37,1,"Married","Truck",12731,3,">40","Good","NY"
